20329-9;MODICARSTE - Modelagem e simulação multifísica de diagênese cárstica em escala de reservatório.;PETROBRAS;PESQUISA APLICADA;O presente projeto tem como objetivo principal o desenvolvimento de uma abordagem baseada em processos para a compreensão dos mecanismos de formação de carstes, em diferentes escalas (poro, reservatório e bacia), através do estudo de interações físicas / químicas entre rocha e fluido, tensões e temperatura.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS;GEOMECÂNICA/ESTABILIZAÇÃO DE POÇOS;PUC-Rio - Instituto TECGRAF de Desenvolvimento de Software Técnico-Cientifíco da PUC-Rio;;;;;;28/12/2017;24;R$ 3.069.294,76
20330-7;Sistema avançado de visualização imersiva-interativa para a interpretação de modelos geológicos digitais (VizGEO);PETROBRAS;PESQUISA APLICADA;#NOME?;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS;TÉCNICAS DE AQUISIÇÃO, PROCESSAMENTO E INTERPRETAÇÃO DE DADOS GEOFÍSICOS;UNISINOS - GEOARQ;;;;;;29/12/2017;24;R$ 1.065.448,60
20331-5;Projeto de desenvolvimento e melhoria da qualidade de componentes pultrudados e requisitos de inspeção;PETROBRAS;PESQUISA APLICADA;"Auxiliar com o proposto desenvolvimento, a melhoria da qualidade de estruturas leves baseadas em compósitos pultrudados reforçados por fibra de vidro, de forma a garantir a adequada performance deste tipo de material em suas aplicações, contribuindo para assegurar a continuidade de seu emprego em futuras construções ""offshore"".";TEMAS TRANSVERSAIS;MATERIAIS;INTEGRIDADE ESTRUTURAL, SOLDAGEM E CARACTERIZAÇÃO DE MATERIAIS;IPT - Instituto de Pesquisas Tecnológicas do Estado de SP SA - IPT;;;;;;29/12/2017;48;R$ 6.111.034,23
20138-4;Implementação da técnica de Difração de Elétrons no Microscópio Eletrônico de Varredura;PETROBRAS;INFRAESTRUTURA - REFORMA E EQUIPAMENTOS;Compra do sistema de EBSD e instalação no microscópio eletrônico de varredura (MEV). A aquisição desse sistema possibilitará ampliar os recursos para a análise microestrutural mais precisa de materiais cristalinos atendendo as atuais demandas da indústria do petróleo.;ABASTECIMENTO;REFINO;PROCESSAMENTO DE PETRÓLEO;PUC-Rio - Laboratórios de Microscopia Eletrônica, Análises Térmicas e Caracterização de Materiais;;;;;0692/2017;05/01/2018;12;R$ 459.275,60
20332-3;CRAS - Climbing Robot for Advanced inSpection - Solução de Inspeção através de Robô Escalador para Superfícies Quentes e Ultrassom Phased-Array;PETROBRAS;PESQUISA BÁSICA;Prover uma solução de inspeção para equipamentos de superfícies quentes através de ensaios não destrutivos de ultrassom por phased-array para equipamentos em serviço.;TEMAS TRANSVERSAIS;AVALIAÇÃO DA CONFORMIDADE, MONITORAMENTO E CONTROLE;AUTOMAÇÃO, CONTROLE, INSTRUMENTAÇÃO E METROLOGIA;UTFPR - LASCA -  Laboratório de Automação e Sistemas de Controle Avançado;;;;;;10/01/2018;36;R$ 1.998.806,04
20333-1;"Projeto Caracterização Multiescalar e Modelagem Diagenética Preditiva em Depósitos de Coquinas e Folhelhos Intercalados da Formação Morro do Chaves, Bacia Sergipe-Alagoas - Projeto ""CAMURES-Diagênese""";PETROBRAS;PESQUISA APLICADA;"O PROJETO CAMURES DIAGÊNESE tem como objetivo compreender a distribuição espacial do sistema permo-poroso, a partir da Modelagem 3D Multiescalar do mesmo, bem como os seus controles diagenéticos, relacionados com a percolação de fluidos, desde a deposição e ao longo da evolução de soterramento dos intervalos de ""coquinas"", intercalados em depósitos siliciclásticos arenosos e argilosos, da Formação Morro do Chaves, Bacia Sergipe-Alagoas (SE-AL), Nordeste do Brasil.";EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS;ESTUDOS GEOLÓGICOS DAS BACIAS SEDIMENTARES;UFMG - Núcleo de Estratigrafia e Geologia do Petróleo;;;;;;11/01/2018;24;R$ 1.378.606,32
20339-8;Projeto de avaliação da influência da temperatura, da pressão e da vazão sobre o comportamento de fases de aditivos químicos utilizados por injeção via umbilical;PETROBRAS;PESQUISA APLICADA;Este projeto tem por objetivo entender o comportamento de fases de aditivos químicos, que são utilizados nos campos de produção de petróleo por injeção via umbilical, em função das variáveis temperatura, pressão e vazão.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS;MÉTODOS E PROCESSOS DE ESCOAMENTO;UFRJ - Laboratório de Macromoléculas e Colóides na Indústria de Petróleo;;;;;;20/12/2017;24;R$ 1.050.160,22
20340-6;Simulação Acoplada do Efeito de Golfadas, onde será adaptado um simulador de escoamento multifásico para acoplamento a simuladores de dinâmica estrutural de risers;PETROBRAS;PESQUISA APLICADA;Estudar o efeito dos parâmetros de escoamento padrão golfadas como comprimentos de bolhas e pistões, frações de vazio e pesos específicos dos fluidos no comportamento dinâmico de tubulações submarinas tipo risers.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS;MÉTODOS E PROCESSOS DE ESCOAMENTO;UNICAMP  - Centro de Estudos de Petróleo - CEPETRO;;;;;;21/12/2017;24;R$ 653.719,14
20341-4;Projeto de Desenvolvimento de fórmulas catalíticas AxMxW2-xO6 para reação de ODH do propano;PETROBRAS;PESQUISA BÁSICA;O projeto visa dar continuidade ao convênio 2012/00096-5: Catalisadores de desidrogenação oxidativa do propano. Entre os óxidos com melhor desempenho, os bronzes oriundo de K6HPV4W8O40 apresentaram uma seletividade em propeno acima de 80% para uma conversão de 20% na reação de ODH do propano. O objetivo do presente projeto é a preparação e avaliação de bronzes mistos AxMxW2-xO6 (M=V,Nb, 0<x<1) estáveis, com seletividade em propeno acima de 80% para conversões de propano maiores do que 30%.;TEMAS TRANSVERSAIS;MATERIAIS;NOVOS MATERIAIS;UFRJ - Laboratório de Catálise de Oxidação - OXICAT;;;;;;20/12/2017;18;R$ 753.344,76
20342-2;Análise Numérica e Experimental do Fluxo Monofásico em Meios Porosos Fraturados e Carstificados.;PETROBRAS;PESQUISA BÁSICA;Determinação numérica e experimental da permeabilidade efetiva de meios fraturados e carstificados através de solução da equação de Brinkman e experimentos em amostras de rochas carbonáticas e do efeito da pressão de confinamento.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS;ENGENHARIA DE RESERVATÓRIO (SIMULAÇÃO DE FLUXO);PUC-Rio - Laboratório de microhidrodinâmica e escoamento em meios porosos;;;;;;21/12/2017;24;R$ 2.700.194,92
20343-0;Modelagem e simulação fluidodinâmica de um homogeneizador de fluxo em sistemas de bombeamento marinho S-BCSS com o uso do software OpenFOAM;PETROBRAS;PESQUISA APLICADA;O escoamento em um  sistema de bombeamento centrífugo em leito marinho (S-BCSS) é muito complexo e traz problemas operacionais que diminuem a vida útil do equipamento. Pretende-se desenvolver um homogeneizador de fluxo que será acoplado ao S-BCSS visando melhorar o escoamento nesses sistemas. A Fluidodinâmica Computacional (CFD) será utilizada nesse projeto de pesquisa.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS;TÉCNICAS E MÉTODOS DE ELEVAÇÃO ARTIFICIAL;UNICAMP  - Centro de Estudos de Petróleo - CEPETRO;;;;;;20/12/2017;24;R$ 1.075.717,39
20344-8;Desenvolvimento de zeólitas de alta acessibilidade a base de MCM-22 para aplicação em craqueamento catalítico;PETROBRAS;PESQUISA APLICADA;O presente projeto de pesquisa tem por objetivo geral o desenvolvimento de zeólitas com alta acessibilidade a base de MCM-22 bem como investigar sua aplicação em reações de craqueamento;TEMAS TRANSVERSAIS;MATERIAIS;NOVOS MATERIAIS;UFRN - Laboratório de Peneiras Moleculares;;;;;;22/12/2017;24;R$ 758.974,73
20345-5;Estudos de Equilíbrio Líquido-Líquido em Alta Pressão de Fluidos Petrolíferos do Pré-Sal Brasileiro;PETROBRAS;PESQUISA BÁSICA;Estudar o aparecimento de segunda fase líquida em condições (HPHT - high pressure and high temperature) de petróleos do pré-sal brasileiro.;BIOCOMBUSTÍVEIS;BIODIESEL;CADEIA PRODUTIVA;UFC - Grupo de Pesquisa em Termofluidodinâmcia Aplicada (GPTA);;;;;;21/12/2017;36;R$ 3.049.784,22
20346-3;Olefinas C10-C13 para produção de químicos;PETROBRAS;PESQUISA APLICADA;- Desenvolvimento de tecnologia em escala de bancada para a produção de olefinas C10-C13, sobretudo C12, com elevado conteúdo de cadeias lineares, de interesse para a produção de surfactantes, a partir de componentes do biodiesel e de olefinas de cadeia curta, empregando a metátese de olefinas.;ABASTECIMENTO;PETROQUÍMICA DE 1ª E 2ª GERAÇÃO;MATÉRIAS-PRIMAS ALTERNATIVAS PARA PRODUÇÃO DE BÁSICOS E INTERMEDIÁRIOS;UFMG - Laboratório de Catálise Organometálica;;;;;;22/12/2017;24;R$ 764.866,80
20347-1;Modelagem Direta da Litosfera em Ambiente Recon e Tectos;PETROBRAS;PESQUISA APLICADA;"O objetivo deste projeto consiste em desenvolver e aperfeiçoar algoritmos que simulem, de forma direta, o estiramento da crosta e manto em escala litosférica, lançando-se mão de duas diferentes abordagens: cinemática e dinâmica. 
A modelagem cinemática, consiste em um novo desenvolvimento, utilizando-se ferramentas geométricas, baseadas em premissas geológicas.
A modelagem dinâmica é baseada em mecânica do contínuo e consiste no aperfeiçoamento do módulo geomecânico do Sistema Tectos";EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS;ESTUDOS GEOLÓGICOS DAS BACIAS SEDIMENTARES;PUC-Rio - Instituto TECGRAF de Desenvolvimento de Software Técnico-Cientifíco da PUC-Rio;;;;;;22/12/2017;36;R$ 3.737.252,24
20348-9;Desenvolvimento de novas tecnologias em produção de catalisadores em escala piloto utilizando a Unidade Protótipo de Catalisadores (PROCAT).;PETROBRAS;PESQUISA APLICADA;Desenvolver novas tecnologias de preparação de catalisadores em escala piloto e realizar estudos fundamentais que suportem a otimização da obtenção e o controle das propriedades finais destes. Para tanto será utiliza a infraestrutura existente no âmbito da Unidade Protótipo de Catalisadores (PROCAT).;ABASTECIMENTO;REFINO;SISTEMAS CATALÍTICOS;UFRJ - Unidade Protótipo de Catalisadores - PROCAT;;;;;;21/12/2017;30;R$ 7.561.280,71
20349-7;Pesquisa experimental para o estudo de causas e modos de falhas em componentes controladores de BOP (Blow-out preventer).;PETROBRAS;DESENVOLVIMENTO EXPERIMENTAL;O projeto em questão deverá caracterizar a resposta de válvulas do tipo MKR, SPM e CSSV sob condições críticas de operação. O objetivo destes testes é fornecer à indústria respostas sobre o comportamento destas válvulas em diferentes condições de operação. Este conhecimento resultará em maior confiabilidade na operação destas válvulas em BOP, assim como proporcionará uma melhor capacidade de identificação e prevenção de falhas.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS;MÉTODOS E PROCESSOS DE ESCOAMENTO;UFRJ - LTEP - Laboratório de Tecnologia de Engenharia de Poços;;;;;;26/12/2017;36;R$ 2.724.894,02
20350-5;Física do Petróleo em Meios Porosos;PETROBRAS;PESQUISA APLICADA;"Nova classificação de petróleo; medidas digitais em laboratórios de AFM (Microscopia de forca atômica), MEV-EDS (Microscopia eletrônica de varredura), RAMAN (Espectroscopia Raman),Microtomografia de Raio X,  propriedades Petrofísica e Petroelásticas de rochas reservatório; Simular o fluxo de fluido em meios porosos usando Navier-Stokes e Lattice-Boltzman; extrapolar resultados para simulação da curva de produção em escala de reservatório; novas tecnologias de tratamento da qualidade do petróleo";EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS;GEOFÍSICA DE RESERVATÓRIO;UFC - Centro de Excelência em Geofísica do Petróleo;;;;;;26/12/2017;36;R$ 5.244.396,13
20351-3;Modelo de avaliação de impacto da abertura do mercado de distribuição de gás natural no Brasil - cenários alternativos;PETROBRAS;PESQUISA EM CIÊNCIAS SOCIAIS, HUMANAS E DA VIDA;A presente pesquisa tem por objetivo a elaboração de modelo de avaliação de impacto da abertura do mercado de distribuição de gás natural no Brasil.;REGULAÇÃO DO SETOR DE PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS;ASPECTOS ECONÔMICOS DA REGULAÇÃO DA INDÚSTRIA DO PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS;REGULAÇÃO E DEFESA DA CONCORRÊNCIA;FGV - Centro de Estudos em Regulação e Infraestrutura;;;;;;13/12/2017;12;R$ 1.650.000,00
20032-9;Projeto De Implantação de Infraestrutura do Laboratório de Química da PUCRS;SHELL;INFRAESTRUTURA - REFORMA E EQUIPAMENTOS;Desenvolver e avaliar tecnologias de separação e utilização de CO2 em dois contextos: (1) Processamento primário de gás natural do Pré-Sal, rico em CO2, sob impacto de elevação de teor de CO2 do reservatório por EOR, (2) Captura de CO2 emitido por termelétricas a gás natural. Nos dois contextos, desenvolver material adsorvente avançado visando minimizar a penalidade energética da separação no preço do kWh gerado, desde experimentos de bancada até a construção e teste de unidade protótipo.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS;CAPTURA E ESTOCAGEM DE CO2;PUC-RS - Faculdade de Química;;;;;0038/2017;29/09/2017;12;R$ 795.318,84
20033-7;Projeto de Implantação de Infraestrutura para o Laboratório H2CIN da UFRJ;SHELL;INFRAESTRUTURA - REFORMA E EQUIPAMENTOS;Desenvolver e avaliar tecnologias de separação e utilização de CO2 em dois contextos: (1) Processamento primário de gás natural do Pré-Sal, rico em CO2, sob impacto de elevação de teor de CO2 do reservatório por EOR, (2) Captura de CO2 emitido por termelétricas a gás natural. Nos dois contextos, desenvolver material adsorvente avançado visando minimizar a penalidade energética da separação no preço do kWh gerado, desde experimentos de bancada até a construção e teste de unidade protótipo.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS;CAPTURA E ESTOCAGEM DE CO2;UFRJ - H2CIN - Laboratório de Hidrorrefino, Engenharia de Processos e Termodinâmica Aplicada da Escola de Química da UFRJ;;;;;0035/2017;29/09/2017;12;R$ 1.399.392,30
20029-5;Projeto de Infraestrutura para a Captura e Transformação de CO2 em Combustíveis e Produtos Químicos;SHELL;INFRAESTRUTURA - REFORMA E EQUIPAMENTOS;Aquisição de equipamentos para utilização em captura de CO2 por adsoventes e para transformação química em carbonato orgânicos. Realização de obras de infraestrutura para habitabilidade e finalização interna de novos laboratórios, com inclusão de remodelamento de subestação para aumento de carga.;GÁS NATURAL;PRODUÇÃO E PROCESSAMENTO;TRANSFORMAÇÃO QUÍMICA DE GÁS NATURAL;UFRJ - LABORATÓRIO DE REATIVIDADE DE HIDROCARBONETOS, BIOMASSA E CATÁLISE (LARHCO);;;;;0074/2017;21/12/2017;24;R$ 1.641.183,67
20062-6;Capacitação do Laboratório de Recuperação Avançada de Petróleo da COPPE/UFRJ para Pesquisas Experimentais Avançadas em caracterização de Fluidos Complexos em condições de reservatórios de campos brasileiros;SHELL;INFRAESTRUTURA - REFORMA E EQUIPAMENTOS;O objetivo principal deste projeto é fornecer ao LRAP/COPPE/UFRJ infraestrutura complementar de ponta de forma a capacitar o laboratório para realizar análises multidisciplinares experimentais e teóricas avançadas para a caracterização de fluidos complexos em condições de reservatório, incluindo o pré-sal brasileiro e fluidos de qualquer outro tipo de reservatório encontrado no Brasil.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;RECUPERAÇÃO AVANÇADA DE PETRÓLEO;RECUPERAÇÃO MELHORADA DE PETRÓLEO;UFRJ - L-RAP - Laboratório de Recuperação Avançada de Petróleo;;;;;0053/2017;14/11/2017;24;R$ 21.836.943,10
20352-1;CARACTERIZAÇÃO DE FLUIDOS COMPLEXOS EM CONDIÇÕES DE RESERVATÓRIO DE CAMPOS BRASILEIROS;SHELL;PESQUISA APLICADA;Abordar a caracterização de fluidos complexos existentes em campos brasileiros, incluindo o pré-sal, e suas interações com outros fluidos (CO2, gás natural, água de injeção, polímeros, etc.). O desenvolvimento de capacitação técnica na UFRJ para caracterização desses fluidos  e seu comportamento sob condições de depleção e injeção é aqui proposta. Este desenvolvimento servirá de base para futuros projetos de P&D nas áreas de caracterização de fluidos, interação rocha-fluido, entre outras.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;RECUPERAÇÃO AVANÇADA DE PETRÓLEO;RECUPERAÇÃO MELHORADA DE PETRÓLEO;SHELL;UFRJ - L-RAP - Laboratório de Recuperação Avançada de Petróleo;;;;;14/11/2017;48;R$ 18.593.335,42
20078-2;Capacitação do Laboratório de Macromoléculas e Colóides na Industria de Petróleo (LMCP) para o desenvolvimento de biopolímeros para aplicação em recuperação avançada de petróleo.;SHELL;INFRAESTRUTURA - REFORMA E EQUIPAMENTOS;O objetivo principal deste projeto é fornecer ao Laboratório de Macromoléculas e Colóides na Industria de Petróleo (LMCP) infraestrutura complementar de forma a capacitar o laboratório para a obtenção e caracterização de biopolímeros visando sua aplicação em fluidos de recuperação avançada de petróleo.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;RECUPERAÇÃO AVANÇADA DE PETRÓLEO;RECUPERAÇÃO MELHORADA DE PETRÓLEO;UFRJ - Laboratório de Macromoléculas e Colóides na Indústria de Petróleo;;;;;0051/2017;01/11/2017;24;R$ 2.971.910,53
20094-9;Capacitação do laboratório CEPETRO (LABORE) para apoio a testes de deslocamento de polímeros em meio poroso para recuperação avançada de petróleo.;SHELL;INFRAESTRUTURA - REFORMA E EQUIPAMENTOS;O objetivo principal deste projeto é fornecer ao Laboratório CEPETRO (LABORE) infraestrutura complementar para a execução de experimentos de laboratório voltados à análise da injeção de polímeros para a recuperação avançada de petróleo de reservatórios carbonáticos e qualquer outro reservatório brasileiro.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;RECUPERAÇÃO AVANÇADA DE PETRÓLEO;RECUPERAÇÃO MELHORADA DE PETRÓLEO;UNICAMP  - Centro de Estudos de Petróleo - CEPETRO;;;;;0049/2017;05/12/2017;24;R$ 928.233,33
20146-7;"Capacitação do Laboratório de BIOINOVAR - BIOTECNOLOGIA - UNIDADE DE BIOCATALISE, BIOPRODUTOS E
BIOENERGIA para o desenvolvimento de biopolímeros para aplicação em recuperação avançada de petróleo.";SHELL;INFRAESTRUTURA - REFORMA E EQUIPAMENTOS;"O objetivo principal deste projeto é fornecer ao Laboratório BIOINOVAR - BIOTECNOLOGIA - UNIDADE DE BIOCATALISE, BIOPRODUTOS E
BIOENERGIA infraestrutura complementar de forma a capacitar o laboratório para a sintetização de biopolímeros visando sua aplicação em fluidos de recuperação avançada de petróleo.";EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;RECUPERAÇÃO AVANÇADA DE PETRÓLEO;RECUPERAÇÃO MELHORADA DE PETRÓLEO;UFRJ - BIOINOVAR  - BIOTECNOLOGIA- UNIDADE DE BIOCATALISE, BIOPRODUTOS E BIOENERGIA;;;;;0052/2017;01/11/2017;18;R$ 1.462.736,65
20151-7;Capacitação do laboratório de físico-química de surfactantes da PUC-RIO (LASURF/PUC-Rio) para o desenvolvimento de formulações contendo surfactantes e nanopartículas para recuperação avançada de petróleo (EOR);SHELL;INFRAESTRUTURA - REFORMA E EQUIPAMENTOS;O objetivo principal deste projeto é a capacitação técnica do Laboratório de Físico-Química de Surfactantes (LASURF) da Universidade PUC-Rio para o desenvolvimento e caracterização de formulações estáveis de surfactantes e nanopartículas, visando seu uso em métodos de recuperação avançada de petróleo em reservatórios carbonáticos. Este desenvolvimento servirá de base para futuros projetos de P&D nas áreas de desenvolvimento e caracterização de fluidos, adsorção em rochas, entre outras.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;RECUPERAÇÃO AVANÇADA DE PETRÓLEO;RECUPERAÇÃO MELHORADA DE PETRÓLEO;PUC-Rio - Laboratório de Físico-Química de Surfactantes - LASURF;;;;;0055/2017;17/11/2017;30;R$ 8.438.413,47
20354-7;Sist varredura OG circunferenciais;PETROBRAS;PESQUISA APLICADA;Desenvolver sistema que possibilite a inspeção rápida de dutos (varredura) através de ferramenta externa de ondas guiadas circunferenciais.;TEMAS TRANSVERSAIS;DISTRIBUIÇÃO, LOGÍSTICA E TRANSPORTE;TECNOLOGIA DE DUTOS;PETROBRAS;;;;;;21/11/2017;57;R$ 168.982,20
20355-4;Avaliação pigs detecção furto dutos;PETROBRAS;PESQUISA APLICADA;Realizar testes em loop de testes com pigs disponíveis no mercado para verificar capacidade e limitações dos mesmos quanto a detecção de derivações clandestinas em dutos.;TEMAS TRANSVERSAIS;DISTRIBUIÇÃO, LOGÍSTICA E TRANSPORTE;TECNOLOGIA DE DUTOS;PETROBRAS;;;;;;21/11/2017;57;R$ 302.389,20
20356-2;Desenv pigs furto dutos;PETROBRAS;PESQUISA APLICADA;Desenvolver pig simplificado de ondas guiadas circunferenciais para detecção de derivações clandestinas em dutos.;TEMAS TRANSVERSAIS;DISTRIBUIÇÃO, LOGÍSTICA E TRANSPORTE;TECNOLOGIA DE DUTOS;PETROBRAS;;;;;;21/11/2017;57;R$ 302.389,20
20357-0;Sala de Plantas Virtuais;PETROBRAS;PESQUISA APLICADA;Montagem de um ambiente virtual de simulação e otimização de processos no CENPES.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS;DESENVOLVIMENTO DE NOVOS ALGORITMOS;PETROBRAS;;;;;;17/10/2017;25;R$ 286.715,25
20358-8;DESENVOLVIMENTO DE FORMULAÇÕES CONTENDO SURFACTANTES E NANOPARTÍCULAS PARA CONTROLE DE MOBILIDADE DE GÁS USANDO ESPUMAS PARA RECUPERAÇÃO AVANÇADA DE PETRÓLEO;SHELL;PESQUISA APLICADA;O objetivo principal é realizar uma investigação multidisciplinar experimental e teórica sobre o uso de surfactantes e nanopartículas na estabilização de espumas como alternativa às técnicas de injeção alternada de água e dióxido de carbono (WAG) em reservatórios carbonáticos, avaliando a estabilidade do surfactante/nanopartícula e a sua adsorção no meio poroso, assim como o fator de recuperação é impactado através da redução da mobilidade dos mesmos (aumento do mobility reduction fator - MRF).;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;RECUPERAÇÃO AVANÇADA DE PETRÓLEO;RECUPERAÇÃO MELHORADA DE PETRÓLEO;SHELL;PUC-Rio - Laboratório de Físico-Química de Surfactantes - LASURF;;;;;17/11/2017;48;R$ 15.307.585,54
20359-6;Injeção de Biopolímeros para a Recuperação Avançada de Petróleo de Reservatórios do Pré-sal Brasileiro;SHELL;PESQUISA APLICADA;Este projeto visa avaliar a performance da injeção de biopolímeros em um reservatório de petróleo através de testes laboratoriais. Os testes concentram-se em diferentes tipos de biopolímeros e informações essenciais para a aplicação do método no campo em prol do aumento de fator de recuperação.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;RECUPERAÇÃO AVANÇADA DE PETRÓLEO;RECUPERAÇÃO MELHORADA DE PETRÓLEO;SHELL;UNICAMP  - Centro de Estudos de Petróleo - CEPETRO;;;;;05/12/2017;48;R$ 6.795.921,12
20360-4;Modelagem matemática e computacional do dano à formação durante a injeção de polímeros em meios porosos;PETROBRAS;PESQUISA APLICADA;Modelagem matemática e desenvolvimento de um simulador computacional para a injetividade durante a injeção de polímeros em meios porosos.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;RECUPERAÇÃO AVANÇADA DE PETRÓLEO;INJEÇÃO E GERENCIAMENTO DE ÁGUAS;UFRN - Laboratório de Estudos Avançados em Petróleo - LEAP;;;;;;29/01/2018;36;R$ 1.806.937,29
20365-3;Desenvolvimento de protótipos de equipamento para construção de poços: camisa deslizante com ferramenta de atuação permanente (conexões 7-5/8 e 9-7/8).;SHELL;PROTÓTIPO OU UNIDADE PILOTO;"O projeto tem como por objetivo desenvolver camisas deslizantes que possibilitem a flexibilização da completação inteligente em poços de grandes diâmetros, tal projeto visa principalmente atender o cenário pré-sal.
A solução proposta engloba o desenvolvimento de camisas deslizantes com atuador permanente. Os protótipos serão feitos em 02 tamanhos distintos para atender a demanda dos diferentes poços no pre-sal brasileiro: conexões 7-5/8 e  9-7/8.";EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;ENGENHARIA DE POÇO;EQUIPAMENTOS DE POÇO E SUBMARINO;SHELL;WEATHERFORD INDÚSTRIA E COMÉRCIO LTDA;;;;;24/10/2017;12;R$ 5.358.671,79
20366-1;Desenvolvimento integrado de técnicas para avaliação de produtos asfálticos;PETROBRAS;PESQUISA APLICADA;Aprimorar método de dimensionamento de pavimentos asfálticos, refinando a calibração das análises de fadiga e introduzindo análises para previsão da trilha de roda. Ainda, desenvolver modelos para previsão do trincamento por reflexão e critérios reológicos para seleção dos materiais asfálticos, introduzindo novos materiais no dimensionamento.;ABASTECIMENTO;REFINO;TECNOLOGIA EM ASFALTO;PETROBRAS;;;;;;06/12/2017;48;R$ 251.814,84
