Arquivo;CodProj;Data de Início;Ano de início;Data de Conclusão;Ano de Conclusão;CNPJ Pagador;Entidade Pagadora;Tipo de Entidade Pagadora;Unid. Federativa Pagadora;Região Pagadora;CNPJ Beneficiário;Entidade Beneficiária;Tipo de Entidade Beneficiária;Unid. Federativa Beneficiária;Região Beneficiária;Tipo de Custo;Source;Recursos Humanos;Serviço de Terceiros;Viagens e Diárias;Outras despesas;Material de Consumo;Material Permanente;Custo Total
APLPED00404_RELATORIOAUDITORIAPED_1803_S02.XML;PD-00404-1803;;;;;15413826000150;ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.;Proponente;MS;Centro Oeste;15413826000150;ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.;Proponente;MS;Centro Oeste;Custo Próprio;Custo;;;$71.248,23;$6.365,86;;;$77.614,09
APLPED00404_RELATORIOAUDITORIAPED_1803_S02.XML;PD-00404-1803;;;;;19527639000158;ENERGISA MINAS GERAIS - DISTRIBUIDORA DE ENERGIA S.A.;Proponente;MG;Sudeste;19527639000158;ENERGISA MINAS GERAIS - DISTRIBUIDORA DE ENERGIA S.A.;Proponente;MG;Sudeste;Custo Próprio;Custo;;;$1.346,68;;;;$1.346,68
APLPED00405_RELATORIOAUDITORIAPED_0012_S01.XML;PD-00405-0012;;;;;03467321000199;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S.A;Proponente;MT;Centro Oeste;03467321000199;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S.A;Proponente;MT;Centro Oeste;Custo Próprio;Custo;;$1.390.754,19;$350.521,17;;$18.695,03;$2.568.922,93;$4.328.893,32
APLPED00405_RELATORIOAUDITORIAPED_0012_S01.XML;PD-00405-0012;;;;;03467321000199;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S.A;Cooperada;MT;Centro Oeste;03467321000199;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S.A;Cooperada;MT;Centro Oeste;Custo Próprio;Custo;;$1.390.754,19;$350.521,17;;$18.695,03;$2.568.922,93;$4.328.893,32
APLPED00405_RELATORIOAUDITORIAPED_1507_S01.XML;PD-00405-1507;;;;;03467321000199;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S.A;Proponente;MT;Centro Oeste;03467321000199;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S.A;Proponente;MT;Centro Oeste;Custo Próprio;Custo;;$9.319,96;$98.529,92;$1.275,65;;;$109.125,53
APLPED00405_RELATORIOAUDITORIAPED_1507_S01.XML;PD-00405-1507;;;;;25086034000171;ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.;Proponente;TO;Norte;25086034000171;ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.;Proponente;TO;Norte;Custo Próprio;Custo;;$4.659,98;$602,74;;;;$5.262,72
APLPED00405_RELATORIOAUDITORIAPED_1507_S01.XML;PD-00405-1507;;;;;09095183000140;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S.A;Cooperada;PB;Nordeste;09095183000140;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S.A;Cooperada;PB;Nordeste;Custo Próprio;Custo;;;;$1.925,64;;;$1.925,64
APLPED00405_RELATORIOAUDITORIAPED_1507_S01.XML;PD-00405-1507;;;;;13017462000163;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S.A;Cooperada;SE;Nordeste;13017462000163;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S.A;Cooperada;SE;Nordeste;Custo Próprio;Custo;;$9.319,96;;;;;$9.319,96
APLPED00405_RELATORIOAUDITORIAPED_1603_S01.XML;PD-00405-1603;;;;;03467321000199;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S.A;Proponente;MT;Centro Oeste;03467321000199;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S.A;Proponente;MT;Centro Oeste;Custo Próprio;Custo;;$30.000,00;$145.746,42;$4.180,33;;$65.913,26;$245.840,01
APLPED00405_RELATORIOAUDITORIAPED_1603_S01.XML;PD-00405-1603;;;;;09095183000140;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S.A;Cooperada;PB;Nordeste;09095183000140;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S.A;Cooperada;PB;Nordeste;Custo Próprio;Custo;;;$150,00;;;;$150,00
APLPED00405_RELATORIOAUDITORIAPED_1701_S01.XML;PD-00405-1701;;;;;03467321000199;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S.A;Proponente;MT;Centro Oeste;03467321000199;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S.A;Proponente;MT;Centro Oeste;Custo Próprio;Custo;;$1.361.880,50;$178.904,62;$14.089,21;$60,68;$156.651,60;$1.711.586,61
APLPED00405_RELATORIOAUDITORIAPED_1701_S01.XML;PD-00405-1701;;;;;15413826000150;ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.;Cooperada;MS;Centro Oeste;15413826000150;ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.;Cooperada;MS;Centro Oeste;Custo Próprio;Custo;;;$986,51;;;;$986,51
APLPED00405_RELATORIOAUDITORIAPED_1701_S01.XML;PD-00405-1701;;;;;19527639000158;ENERGISA MINAS GERAIS - DISTRIBUIDORA DE ENERGIA S.A.;Cooperada;MG;Sudeste;19527639000158;ENERGISA MINAS GERAIS - DISTRIBUIDORA DE ENERGIA S.A.;Cooperada;MG;Sudeste;Custo Próprio;Custo;;;$1.947,62;;;;$1.947,62
APLPED00405_RELATORIOAUDITORIAPED_1701_S01.XML;PD-00405-1701;;;;;13017462000163;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S.A;Cooperada;SE;Nordeste;13017462000163;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S.A;Cooperada;SE;Nordeste;Custo Próprio;Custo;;;;$661,50;;;$661,50
APLPED00405_RELATORIOAUDITORIAPED_1701_S01.XML;PD-00405-1701;;;;;07282377000120;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S.A.;Cooperada;SP;Sudeste;07282377000120;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S.A.;Cooperada;SP;Sudeste;Custo Próprio;Custo;;$45.000,00;$16.835,88;$900,00;;;$62.735,88
APLPED00405_RELATORIOAUDITORIAPED_1701_S01.XML;PD-00405-1701;;;;;25086034000171;ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.;Cooperada;TO;Norte;25086034000171;ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.;Cooperada;TO;Norte;Custo Próprio;Custo;;;$294,88;;;;$294,88
APLPED00405_RELATORIOAUDITORIAPED_1804_S01.XML;PD-00405-1804;;;;;03467321000199;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S.A;Proponente;MT;Centro Oeste;03467321000199;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S.A;Proponente;MT;Centro Oeste;Custo Próprio;Custo;;$404.281,03;$29.029,30;;;;$433.310,33
APLPED00405_RELATORIOAUDITORIAPED_1804_S01.XML;PD-00405-1804;;;;;15413826000150;ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.;Cooperada;MS;Centro Oeste;15413826000150;ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.;Cooperada;MS;Centro Oeste;Custo Próprio;Custo;;$14.878,67;$5.849,20;;;$27.721,41;$48.449,28
APLPED0040_RELATORIOAUDITORIAPED_0002_S03.xml;PD-00040-0002;;;;;08324196000181;COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE COSERN;Proponente;RN;Nordeste;01715975000169;Instituto de Tecnologia para o Desenvolvimento - Lactec;Executora;PR;Sul;Custo com Executoras;Custo;$475.001,40;$27.795,74;$27.446,18;$76.797,21;$16.273,39;$23.497,64;$646.811,56
APLPED0040_RELATORIOAUDITORIAPED_0002_S03.xml;PD-00040-0002;;;;;08324196000181;COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE COSERN;Proponente;RN;Nordeste;08324196000181;COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE COSERN;Proponente;RN;Nordeste;Custo Próprio;Custo;$3.303,24;;$3.074,36;$211,29;$421,01;;$7.009,90
APLPED0040_RELATORIOAUDITORIAPED_0005_S01.xml;PD-00040-0005;;;;;08324196000181;COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE COSERN;Proponente;RN;Nordeste;02641663000110;Fundação CPqD Centro de Pesquisa e Desenvolvimento em Telecomunicações;Executora;SP;Sudeste;Custo com Executoras;Custo;$726.750,00;$163.579,79;$15.594,42;$23.000,00;$110.496,73;;$1.039.420,94
APLPED0040_RELATORIOAUDITORIAPED_0005_S01.xml;PD-00040-0005;;;;;08324196000181;COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE COSERN;Proponente;RN;Nordeste;08324196000181;COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE COSERN;Proponente;RN;Nordeste;Custo Próprio;Custo;$0,00;;;;;$199,00;$199,00
APLPED0040_RELATORIOAUDITORIAPED_0007_S01.xml;PD-00040-0007;;;;;08324196000181;COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE COSERN;Proponente;RN;Nordeste;08324196000181;COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE COSERN;Proponente;RN;Nordeste;Custo Próprio;Custo;$18.881,78;$44.842,95;;;$208,71;$3.825,90;$67.759,34
APLPED0040_RELATORIOAUDITORIAPED_0008_S01.xml;PD-00040-0008;;;;;08324196000181;COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE COSERN;Proponente;RN;Nordeste;06062204000133;Centro de Gestão de Tecnologia e Inovação;Executora;SP;Sudeste;Custo com Executoras;Custo;$19.200,00;$131.694,51;$38.589,50;$20.610,00;$28.844,68;$47.203,00;$286.141,69
APLPED0040_RELATORIOAUDITORIAPED_0008_S01.xml;PD-00040-0008;;;;;08324196000181;COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE COSERN;Proponente;RN;Nordeste;07505490000127;B&G Pesquisa e Desenvolvimento em Sistemas Eletricos Ltda e PP;Executora;PE;Nordeste;Custo com Executoras;Custo;$516.480,00;;;;;;$516.480,00
APLPED0040_RELATORIOAUDITORIAPED_0008_S01.xml;PD-00040-0008;;;;;08324196000181;COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE COSERN;Proponente;RN;Nordeste;08324196000181;COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE COSERN;Proponente;RN;Nordeste;Custo Próprio;Custo;$98.107,66;;$3.548,57;$1.822,97;;$189,00;$103.668,20
APLPED0040_RELATORIOAUDITORIAPED_0009_S01.xml;PD-00040-0009;;;;;08324196000181;COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE COSERN;Proponente;RN;Nordeste;04105066000105;BeM Pesquisa e Desenvolvimento Ltda e PP;Executora;SP;Sudeste;Custo com Executoras;Custo;$597.600,00;;;;;;$597.600,00
APLPED0040_RELATORIOAUDITORIAPED_0009_S01.xml;PD-00040-0009;;;;;08324196000181;COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE COSERN;Proponente;RN;Nordeste;06062204000214;Centro de Gestão de Tecnologia e Inovação;Executora;PE;Nordeste;Custo com Executoras;Custo;$93.600,00;$82.272,69;$32.075,44;$35.270,00;$5.314,20;$5.722,00;$254.254,33
APLPED0040_RELATORIOAUDITORIAPED_0009_S01.xml;PD-00040-0009;;;;;08324196000181;COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE COSERN;Proponente;RN;Nordeste;08324196000181;COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE COSERN;Proponente;RN;Nordeste;Custo Próprio;Custo;$65.873,46;$20.054,79;$344,15;$957,39;;$264,20;$87.493,99
APLPED0040_RELATORIOAUDITORIAPED_0011_S01.xml;PD-00040-0011;;;;;08324196000181;COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE COSERN;Proponente;RN;Nordeste;04991083000189;Núcleo de Estudos e Pesquisa do Nordeste;Executora;CE;Nordeste;Custo com Executoras;Custo;$133.200,00;;;$11.610,00;$5.400,00;;$150.210,00
APLPED0040_RELATORIOAUDITORIAPED_0011_S01.xml;PD-00040-0011;;;;;08324196000181;COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE COSERN;Proponente;RN;Nordeste;08324196000181;COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE COSERN;Proponente;RN;Nordeste;Custo Próprio;Custo;$18.761,31;;;;;;$18.761,31
APLPED0040_RELATORIOAUDITORIAPED_0011_S01.xml;PD-00040-0011;;;;;08324196000181;COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE COSERN;Proponente;RN;Nordeste;10480189000110;HEXA MONTAGEM E SERVIÇOS DE EQUIPAMENTOS ELETRÔNICOS LTDA;Executora;CE;Nordeste;Custo com Executoras;Custo;$190.476,00;$130.000,00;$8.005,25;$47.850,00;$7.780,02;;$384.111,27
APLPED0040_RELATORIOAUDITORIAPED_0015_S01.xml;PD-00040-0015;;;;;08324196000181;COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE COSERN;Proponente;RN;Nordeste;08324196000181;COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE COSERN;Proponente;RN;Nordeste;Custo Próprio;Custo;$2.232,79;;;;;;$2.232,79
APLPED0040_RELATORIOAUDITORIAPED_0015_S01.xml;PD-00040-0015;;;;;08324196000181;COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE COSERN;Proponente;RN;Nordeste;08469280000193;Fundacao Norte Rio Grandense de Pesquisa e Cultura;Executora;RN;Nordeste;Custo com Executoras;Custo;$140.355,90;$12.700,00;$4.231,82;;;$2.340,00;$159.627,72
APLPED0040_RELATORIOAUDITORIAPED_0015_S01.xml;PD-00040-0015;;;;;08324196000181;COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE COSERN;Proponente;RN;Nordeste;08530363000140;MaxEMax Engenharia Ltda.;Executora;RN;Nordeste;Custo com Executoras;Custo;$92.883,00;;;;;;$92.883,00
APLPED0043_RELATORIOAUDITORIAPED_0109_S01.xml;PD-00043-0109;;;;;10835932000108;COMPANHIA ENERGÉTICA DE PERNAMBUCO;Proponente;PE;Nordeste;04849297000115;Lupa Tecnologia e Sistemas Ltda;Executora;MG;Sudeste;Custo com Executoras;Custo;$359.790,00;$232.874,95;$20.875,04;$36.024,27;$9.994,04;$96.951,66;$756.509,96
APLPED0043_RELATORIOAUDITORIAPED_0109_S01.xml;PD-00043-0109;;;;;10835932000108;COMPANHIA ENERGÉTICA DE PERNAMBUCO;Proponente;PE;Nordeste;10835932000108;COMPANHIA ENERGÉTICA DE PERNAMBUCO;Proponente;PE;Nordeste;Custo Próprio;Custo;$88.927,00;$28.731,23;$19.026,05;$40.869,00;$1.499,42;$1.292,17;$180.344,87
APLPED0043_RELATORIOAUDITORIAPED_0111_S01.xml;PD-00043-0111;;;;;10835932000108;COMPANHIA ENERGÉTICA DE PERNAMBUCO;Proponente;PE;Nordeste;02279806000196;Daimon Engenharia e Sistemas S/S Ltda;Executora;SP;Sudeste;Custo com Executoras;Custo;$760.400,00;$140.036,87;$27.019,01;$765,26;;$11.520,17;$939.741,31
APLPED0043_RELATORIOAUDITORIAPED_0111_S01.xml;PD-00043-0111;;;;;10835932000108;COMPANHIA ENERGÉTICA DE PERNAMBUCO;Proponente;PE;Nordeste;10835932000108;COMPANHIA ENERGÉTICA DE PERNAMBUCO;Proponente;PE;Nordeste;Custo Próprio;Custo;$55.908,00;$4.720,00;$7.173,73;$25.785,26;;$142.546,27;$236.133,26
APLPED0043_RELATORIOAUDITORIAPED_0209_S01.xml;PD-00043-0209;;;;;10835932000108;COMPANHIA ENERGÉTICA DE PERNAMBUCO;Proponente;PE;Nordeste;10835932000108;COMPANHIA ENERGÉTICA DE PERNAMBUCO;Proponente;PE;Nordeste;Custo Próprio;Custo;$58.053,00;$7.040,00;$1.486,68;;$1.500,00;;$68.079,68
APLPED0043_RELATORIOAUDITORIAPED_0211_S01.xml;PD-00043-0211;;;;;10835932000108;COMPANHIA ENERGÉTICA DE PERNAMBUCO;Proponente;PE;Nordeste;10835932000108;COMPANHIA ENERGÉTICA DE PERNAMBUCO;Proponente;PE;Nordeste;Custo Próprio;Custo;$74.665,80;$13.032,00;$2.569,24;;;$2.578,93;$92.845,97
APLPED0043_RELATORIOAUDITORIAPED_0211_S01.xml;PD-00043-0211;;;;;10835932000108;COMPANHIA ENERGÉTICA DE PERNAMBUCO;Proponente;PE;Nordeste;24134488000108;Universidade Federal de Pernambuco;Executora;PE;Nordeste;Custo com Executoras;Custo;$936.360,00;$24.274,76;$19.076,09;$106.633,45;$26.824,69;$168.665,56;$1.281.834,55
APLPED0043_RELATORIOAUDITORIAPED_0311_S01.xml;PD-00043-0311;;;;;10835932000108;COMPANHIA ENERGÉTICA DE PERNAMBUCO;Proponente;PE;Nordeste;10835932000108;COMPANHIA ENERGÉTICA DE PERNAMBUCO;Proponente;PE;Nordeste;Custo Próprio;Custo;$68.496,00;$4.720,00;;$36.345,05;;;$109.561,05
APLPED0043_RELATORIOAUDITORIAPED_0311_S01.xml;PD-00043-0311;;;;;10835932000108;COMPANHIA ENERGÉTICA DE PERNAMBUCO;Proponente;PE;Nordeste;90738014000108;Fundação de Integração, Desenvolvimento e Educação no Noroeste do Estado do Rio Grande do Sul;Executora;RS;Sul;Custo com Executoras;Custo;$416.100,00;$44.766,06;$54.242,72;$82.984,22;$141.865,87;$109.134,01;$849.092,88
APLPED0043_RELATORIOAUDITORIAPED_0511_S01.xml;PD-00043-0511;;;;;10835932000108;COMPANHIA ENERGÉTICA DE PERNAMBUCO;Proponente;PE;Nordeste;10835932000108;COMPANHIA ENERGÉTICA DE PERNAMBUCO;Proponente;PE;Nordeste;Custo Próprio;Custo;$44.490,99;$128.128,00;$2.492,14;$226,13;$867,56;$3.687,02;$179.891,84
APLPED0043_RELATORIOAUDITORIAPED_0511_S01.xml;PD-00043-0511;;;;;10835932000108;COMPANHIA ENERGÉTICA DE PERNAMBUCO;Proponente;PE;Nordeste;24134488000108;Universidade Federal de Pernambuco;Executora;PE;Nordeste;Custo com Executoras;Custo;$747.000,00;;$7.255,99;$106.472,32;$3.590,60;$115.000,00;$979.318,91
APLPED0043_RELATORIOAUDITORIAPED_0609_S02.xml;PD-00043-0609;;;;;10835932000108;COMPANHIA ENERGÉTICA DE PERNAMBUCO;Proponente;PE;Nordeste;10835932000108;COMPANHIA ENERGÉTICA DE PERNAMBUCO;Proponente;PE;Nordeste;Custo Próprio;Custo;$108.688,00;$8.089,51;$1.750,34;$2.401,00;;;$120.928,85
APLPED0043_RELATORIOAUDITORIAPED_0609_S02.xml;PD-00043-0609;;;;;10835932000108;COMPANHIA ENERGÉTICA DE PERNAMBUCO;Proponente;PE;Nordeste;24134488000108;Universidade Federal de Pernambuco;Executora;PE;Nordeste;Custo com Executoras;Custo;$261.600,00;$17.357,02;$4.576,96;$43.936,32;$1.490,86;$130.688,65;$459.649,81
APLPED0043_RELATORIOAUDITORIAPED_0709_S01.xml;PD-00043-0709;;;;;10835932000108;COMPANHIA ENERGÉTICA DE PERNAMBUCO;Proponente;PE;Nordeste;07432348000105;Instituto de Pesquisa em Sistemas de Informação e Decisão;Executora;PE;Nordeste;Custo com Executoras;Custo;$197.760,00;;;$4.850,00;$1.510,00;;$204.120,00
APLPED0043_RELATORIOAUDITORIAPED_0709_S01.xml;PD-00043-0709;;;;;10835932000108;COMPANHIA ENERGÉTICA DE PERNAMBUCO;Proponente;PE;Nordeste;10835932000108;COMPANHIA ENERGÉTICA DE PERNAMBUCO;Proponente;PE;Nordeste;Custo Próprio;Custo;$64.237,31;;$2.416,18;$25.480,00;$355,50;;$92.488,99
APLPED0043_RELATORIOAUDITORIAPED_0709_S01.xml;PD-00043-0709;;;;;10835932000108;COMPANHIA ENERGÉTICA DE PERNAMBUCO;Proponente;PE;Nordeste;24134488000108;Universidade Federal de Pernambuco;Executora;PE;Nordeste;Custo com Executoras;Custo;$313.350,00;;;$31.335,00;;;$344.685,00
APLPED0043_RELATORIOAUDITORIAPED_0809_S01.xml;PD-00043-0809;;;;;10835932000108;COMPANHIA ENERGÉTICA DE PERNAMBUCO;Proponente;PE;Nordeste;10835932000108;COMPANHIA ENERGÉTICA DE PERNAMBUCO;Proponente;PE;Nordeste;Custo Próprio;Custo;$113.650,00;$71.998,02;$15.005,62;$47.852,75;;$172.180,16;$420.686,55
APLPED0043_RELATORIOAUDITORIAPED_0809_S01.xml;PD-00043-0809;;;;;10835932000108;COMPANHIA ENERGÉTICA DE PERNAMBUCO;Proponente;PE;Nordeste;24134488000108;Universidade Federal de Pernambuco;Executora;PE;Nordeste;Custo com Executoras;Custo;$700.400,00;;$46.838,63;$74.263,03;$1.492,23;$36.131,05;$859.124,94
APLPED0043_RELATORIOAUDITORIAPED_0811_S01.xml;PD-00043-0811;;;;;10835932000108;COMPANHIA ENERGÉTICA DE PERNAMBUCO;Proponente;PE;Nordeste;10835932000108;COMPANHIA ENERGÉTICA DE PERNAMBUCO;Proponente;PE;Nordeste;Custo Próprio;Custo;$59.991,20;$19.049,98;;;;;$79.041,18
APLPED0043_RELATORIOAUDITORIAPED_0811_S01.xml;PD-00043-0811;;;;;10835932000108;COMPANHIA ENERGÉTICA DE PERNAMBUCO;Proponente;PE;Nordeste;24134488000108;Universidade Federal de Pernambuco;Executora;PE;Nordeste;Custo com Executoras;Custo;$457.420,00;;;$45.926,88;$1.848,60;;$505.195,48
APLPED0043_RELATORIOAUDITORIAPED_1011_S01.xml;PD-00043-1011;;;;;10835932000108;COMPANHIA ENERGÉTICA DE PERNAMBUCO;Proponente;PE;Nordeste;02641663000110;Fundação Centro de Pesquisa e Desenvolvimento em Telecomunicações;Executora;SP;Sudeste;Custo com Executoras;Custo;$936.332,00;$84.466,28;$47.816,46;$60.537,93;$86.080,32;;$1.215.232,99
APLPED0043_RELATORIOAUDITORIAPED_1011_S01.xml;PD-00043-1011;;;;;10835932000108;COMPANHIA ENERGÉTICA DE PERNAMBUCO;Proponente;PE;Nordeste;10835932000108;COMPANHIA ENERGÉTICA DE PERNAMBUCO;Proponente;PE;Nordeste;Custo Próprio;Custo;$133.172,90;$13.536,06;$20.394,62;$18.051,88;;$9.248,94;$194.404,40
APLPED0043_RELATORIOAUDITORIAPED_1111_S01.xml;PD-00043-1111;;;;;10835932000108;COMPANHIA ENERGÉTICA DE PERNAMBUCO;Proponente;PE;Nordeste;09400429000140;Centro Brasileiro de Energia e Mudanças Climáticas;Executora;AC;Norte;Custo com Executoras;Custo;$301.020,00;$31.952,57;$25.317,74;;$1.511,46;;$359.801,77
APLPED0043_RELATORIOAUDITORIAPED_1111_S01.xml;PD-00043-1111;;;;;10835932000108;COMPANHIA ENERGÉTICA DE PERNAMBUCO;Proponente;PE;Nordeste;10835932000108;COMPANHIA ENERGÉTICA DE PERNAMBUCO;Proponente;PE;Nordeste;Custo Próprio;Custo;$3.071,56;$102.303,08;$3.819,86;$3.423,36;$24.618,92;$338.700,00;$475.936,78
APLPED0044_RELATORIOAUDITORIAPED_0006_S01.xml;PD-00044-0006;;;;;12272084000100;EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.;Proponente;AL;Nordeste;00357503000119;FUNDACAO DE ENSINO, PESQUISA E EXTENSAO DE ILHA SOLTEIRA;Executora;SP;Sudeste;Custo com Executoras;Custo;$414.240,00;;$27.281,61;$54.629,17;$21.240,90;$72.900,00;$590.291,68
APLPED0044_RELATORIOAUDITORIAPED_0006_S01.xml;PD-00044-0006;;;;;12272084000100;EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.;Proponente;AL;Nordeste;12272084000100;EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.;Proponente;AL;Nordeste;Custo Próprio;Custo;$34.387,90;;;;;$26.818,00;$61.205,90
APLPED0044_RELATORIOAUDITORIAPED_0009_S01.xml;PD-00044-0009;;;;;12272084000100;EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.;Proponente;AL;Nordeste;12272084000100;EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.;Proponente;AL;Nordeste;Custo Próprio;Custo;$29.144,76;;;;;;$29.144,76
APLPED0044_RELATORIOAUDITORIAPED_0009_S01.xml;PD-00044-0009;;;;;12272084000100;EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.;Proponente;AL;Nordeste;15255367000123;Fundação Escola Politécnica da UFBA;Executora;BA;Nordeste;Custo com Executoras;Custo;$471.360,00;$45.000,00;$60.000,00;$640,00;$11.700,00;$180.310,00;$769.010,00
APLPED0046_RELATORIOAUDITORIAPED_0001_S01.xml;PD-00046-0001;;;;;13255658000196;COMPANHIA SUL SERGIPANA DE ELETRICIDADE;Proponente;SE;Nordeste;13255658000196;COMPANHIA SUL SERGIPANA DE ELETRICIDADE;Proponente;SE;Nordeste;Custo Próprio;Custo;$50.637,51;$290.000,00;;;;;$340.637,51
APLPED0046_RELATORIOAUDITORIAPED_0004_S01.xml;PD-00046-0004;;;;;13255658000196;COMPANHIA SUL SERGIPANA DE ELETRICIDADE;Proponente;SE;Nordeste;02279806000196;DAIMON ENGENHARIA E SISTEMAS S/S LTDA;Executora;SP;Sudeste;Custo com Executoras;Custo;;$300.000,00;;;;;$300.000,00
APLPED0046_RELATORIOAUDITORIAPED_0004_S01.xml;PD-00046-0004;;;;;13255658000196;COMPANHIA SUL SERGIPANA DE ELETRICIDADE;Proponente;SE;Nordeste;13255658000196;COMPANHIA SUL SERGIPANA DE ELETRICIDADE;Proponente;SE;Nordeste;Custo Próprio;Custo;$29.858,74;;;;;;$29.858,74
APLPED0047_RELATORIOAUDITORIAPED_0001_S01.xml;PD-00047-0001;;;;;15139629000194;COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA;Proponente;BA;Nordeste;01715975000169;Instituto de Tecnologia para o Desenvolvimento;Executora;PR;Sul;Custo com Executoras;Custo;$870.348,00;$53.828,34;$43.258,83;$54.908,60;$26.117,35;$5.385,16;$1.053.846,28
APLPED0047_RELATORIOAUDITORIAPED_0001_S01.xml;PD-00047-0001;;;;;15139629000194;COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA;Proponente;BA;Nordeste;03795071000116;Centro Integrado de Manufatura e Tecnologia;Executora;BA;Nordeste;Custo com Executoras;Custo;$441.820,00;$780,00;$6.523,02;$880,00;$10.596,71;$68.956,52;$529.556,25
APLPED0047_RELATORIOAUDITORIAPED_0001_S01.xml;PD-00047-0001;;;;;15139629000194;COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA;Proponente;BA;Nordeste;15139629000194;COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA;Proponente;BA;Nordeste;Custo Próprio;Custo;$100.904,80;;$10.371,20;$637,15;;;$111.913,15
APLPED0047_RELATORIOAUDITORIAPED_0002_S02.xml;PD-00047-0002;;;;;15139629000194;COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA;Proponente;BA;Nordeste;01715975000169;Instituto de Tecnologia para o Desenvolvimento;Executora;PR;Sul;Custo com Executoras;Custo;$700.236,00;$38.697,04;$102.196,43;$89.013,44;$28.819,74;$304.093,70;$1.263.056,35
