"","id","fonte_de_dados","data_assinatura","data_limite","duracao_dias","titulo_projeto","status_projeto","valor_contratado","valor_executado_2013_2020","nome_agente_financiador","natureza_financiamneto","modalidade_financiamento","nome_agente_executor","natureza_agente_executor","uf_ag_executor","regiao_ag_executor","p&d_ou_demonstracao","valor_executado_2013","valor_executado_2014","valor_executado_2015","valor_executado_2016","valor_executado_2017","valor_executado_2018","valor_executado_2019","valor_executado_2020","motor","iea1_1","iea1_2","iea1_3","iea1_4","iea2_1","iea2_2","iea2_3","iea3_1","iea3_2","iea3_3","iea3_4","iea3_5","iea3_6","iea3_7","iea4_1","iea4_2","iea5_1","iea5_2","iea6_1","iea6_2","iea6_3","iea7_1","iea7_2"
"239","Anp-20313-3","Anp",2017-12-28,2019-12-28,730,"""Desenvolvimento de superfície tipo """"SLIPS"""" (""""slippery liquid infused porous surface"""") como revestimento anti-incrustante""",NA,1313295.1,1313295.1,"PETROBRAS","Privado orientado por política","Reembolsável","UNICAMP  - Centro de Estudos de Petróleo - CEPETRO","Empresa Privada",NA,NA,NA,0,0,0,0,437765.033333333,3607.95357142857,3607.95357142857,3598.06876712329,"""desenvolvimento de superficie tipo """"slips"""" (""""slippery liquid infused porous surface"""") como revestimento anti-incrustante"" ""desenvolver superficies denominadas """"slips"""" (slipery liquid infused porous surface) com carater anti-incrustante. (inibidoras da formacao e adesao de incrustacoes inorganicas em sistemas para a producao eprocessamento do petroleo)."" materiais novos materiais",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"240","Anp-20314-1","Anp",2017-12-28,2020-12-28,1096,"Tomografia Sísmica do Sudeste do Brasil.",NA,2510678.52,2510678.52,"PETROBRAS","Privado orientado por política","Reembolsável","ON - Laboratório de Geofísica Aplicada","Empresa Privada",NA,NA,NA,0,0,0,0,836892.84,6897.46846153846,6897.46846153846,6878.57128767123,"tomografia sismica do sudeste do brasil. esse trabalho visa utilizar o  metodo de tomografia  para melhorar  conhecimento da estrutura crustal da regiao sudeste brasileira e , dessa forma, prover um modelo tomografico  para a regiao que  podera servir como base para um modelo de velocidade 3d para a regiao.  manutencao e expansao da rede rede do sul e do sudeste (rsis) exploracao - horizonte pre-sal, aguas profundas, bacias maduras e novas fronteiras exploratorias desenvolvimento de novos algoritmos",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"241","Anp-20315-8","Anp",2017-12-29,2020-12-29,1096,"AUSPEX - Advanced Ultrasound Signal Processing for Equipment inspeCtionS - Desenvolvimento de Técnicas Avançadas de Processamento de Sinais para Inspeções de Equipamentos Submarinos por Ultrassom.",NA,2208593.76,2208593.76,"PETROBRAS","Privado orientado por política","Reembolsável","UTFPR - LASCA -  Laboratório de Automação e Sistemas de Controle Avançado","Empresa Privada",NA,NA,NA,0,0,0,0,1104296.88,6067.56527472527,6067.56527472527,6050.94180821918,"auspex - advanced ultrasound signal processing for equipment inspections - desenvolvimento de tecnicas avancadas de processamento de sinais para inspecoes de equipamentos submarinos por ultrassom. o objetivo deste projeto de pesquisa e inovacao e desenvolver e avaliar minuciosamente o desempenho de algoritmos de processamento avancado de sinais de ultrassom para auxiliar em inspecoes submarinas. os resultados esperados sao um melhor aproveitamento dos sinais adquiridos, com deteccoes e dimensionamentos mais precisos de defeitos, alem da reducao do tempo de inspecao off-shore, reduzindo custos de embarques e operacao de rovs. avaliacao da conformidade, monitoramento e controle automacao, controle, instrumentacao e metrologia",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"242","Anp-20316-6","Anp",2017-12-28,2020-12-28,1096,"Interferometria Sísmica",NA,1576333.67,1576333.67,"PETROBRAS","Privado orientado por política","Reembolsável","UNICAMP  - Centro de Estudos de Petróleo - CEPETRO","Empresa Privada",NA,NA,NA,0,0,0,0,525444.556666667,4330.58700549451,4330.58700549451,4318.72238356164,"interferometria sismica este projeto objetiva investigar a tecnologia de interferometria sismica para aplicacao em problemas da exploracao de petroleo no brasil em areas de geologia complexa, onde o campo de onda perde coerencia ou ocorre falta de iluminacao. pretendemos implementar novos algoritmos, cujo objetivo e o aumento da qualidade do imageamento sismico, reduzindo assim o risco exploratorio nessas situacoes. destacamos a redatumacao dos dados e a separacao do campo de onda como aplicacoes mais importantes. exploracao - horizonte pre-sal, aguas profundas, bacias maduras e novas fronteiras exploratorias desenvolvimento de novos algoritmos",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"243","Anp-20317-4","Anp",2017-12-28,2019-12-28,730,"ESTUDO DO COMPORTAMENTO TERMODINÂMICO DE MISTURAS DE FLUIDOS DE PERFURAÇÃO BASE ORGÂNICA COM GÁS CARBÔNICO E METANO",NA,560228.97,560228.97,"PETROBRAS","Privado orientado por política","Reembolsável","UNICAMP  - Centro de Estudos de Petróleo - CEPETRO","Empresa Privada",NA,NA,NA,0,0,0,0,186742.99,1539.09057692308,1539.09057692308,1534.87389041096,"estudo do comportamento termodinamico de misturas de fluidos de perfuracao base organica com gas carbonico e metano o objetivo deste trabalho e o estudo do comportamento pvt de misturas de co2, presente em altas concentracoes nos reservatorios carbonaticos do pre-sal, com o fluido de perfuracao base organica, analisando-se caracteristicas de solubilidade do gas. alem disso, pretende-se utilizar tambem, o metano, que e o principal componente do gas natural. como base organica do fluido de perfuracao, planeja-se empregar olefinas e glicerina. engenharia de poco perfuracao e completacao - tecnicas e tecnologias",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"244","Anp-20318-2","Anp",2017-12-28,2019-06-28,547,"Projeto de Desenvolvimento e Inovação Tecnológica de Sistemas de Medição e Modelagem do Efeito Joule-Thompson para Fluidos Pressurizados puros e Misturas Simples",NA,493224,493224,"PETROBRAS","Privado orientado por política","Reembolsável","UEM - Síntese de Processos Verdes","Empresa Privada",NA,NA,NA,0,0,0,0,164408,1355.01098901099,1355.01098901099,1351.29863013699,"projeto de desenvolvimento e inovacao tecnologica de sistemas de medicao e modelagem do efeito joule-thompson para fluidos pressurizados puros e misturas simples desenvolver, projetar e construir aparatos experimentais para medidas diretas e modelagem termodinamica do efeito joule-thompson, j-t, para gases puros e misturas simples bem como a modelagem matematica do escoamento. energia a partir de outras fontes de biomassa gaseificacao de biomassa",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"245","Anp-20319-0","Anp",2017-12-28,2021-12-28,1461,"DESENVOLVIMENTO DE TÉCNICAS AVANÇADAS PARA CARACTERIZAÇÃO DE MATERIAIS E AVALIAÇÃO DE PAVIMENTOS ASFÁLTICOS NO BRASIL, COM A UNIVERSIDADE FEDERAL DO CEARÁ",NA,3773126.2,2838237.983436,"PETROBRAS","Privado orientado por política","Reembolsável","UFC - Laboratório de Mecânica dos Pavimentos","Empresa Privada",NA,NA,NA,0,0,0,0,946079.327812001,7797.35709735166,7797.35709735166,7775.99447516713,"desenvolvimento de tecnicas avancadas para caracterizacao de materiais e avaliacao de pavimentos asfalticos no brasil, com a universidade federal do ceara o objetivo e apresentar inovacoes quanto a caracterizacao de materiais e a avaliacao de pavimentos com vistas ao aprimoramento do metodo de dimensionamento brasileiro para pavimentos asfalticos, desenvolvido parcialmente pela petrobras e universidades no pais. alem do monitoramento de pistas experimentais no ceara, serao abordados aspectos de reologia em diferentes escalas das misturas asfalticas, deformacao permanente, alem de tratamentos superficiais e camadas granulares. materiais tecnologia de materiais",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"246","Anp-20320-8","Anp",2017-12-28,2020-12-28,1096,"Testes de Colapso em Dutos Sob Pressão Externa",NA,6909456.22,6909456.22,"PETROBRAS","Privado orientado por política","Reembolsável","PUC-Rio - Laboratório de Sensores a Fibra óptica","Empresa Privada",NA,NA,NA,0,0,0,0,2303152.07333333,18982.0225824176,18982.0225824176,18930.0170410959,"testes de colapso em dutos sob pressao externa - realizar ensaios de colapso plastico por pressao externa em 63 especimes tubulares (ets), os quais conterao rebaixos gerados por usinagem e/ou eletroerosao para simular defeitos de corrosao em suas superficies externas.
- realizar ensaios mecanicos de tracao, compressao e impacto em corpos de prova retirados dos materiais dos tubos. engenharia de poco estabilidade de pocos",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"247","Anp-20321-6","Anp",2017-12-26,2020-12-26,1096,"Potencial paleoecológico, bioestratigráfico e paleoambiental de hidrozoários (hidroides) fósseis do Aptiano da Bacia de Santos (Pré-Sal)",NA,2467403.63,2467403.63,"PETROBRAS","Privado orientado por política","Reembolsável","UFRJ - Laboratório de Palinofácies e Fácies Orgânica - LAFO","Empresa Privada",NA,NA,NA,0,0,0,0,493480.726,6778.5814010989,6778.5814010989,6760.00994520548,"potencial paleoecologico, bioestratigrafico e paleoambiental de hidrozoarios (hidroides) fosseis do aptiano da bacia de santos (pre-sal) caracterizacao do conteudo organico derivado de animais, mais especificamente aqueles relacionados ao grupo dos hidrozoarios (hidroides), atraves da identificacao, classificacao, determinacao da composicao quimica, quantificacao e investigacao do potencial bioestratigrafico desse grupo de organismos em amostras do aptiano da bacia de santos (pre-sal). exploracao - horizonte pre-sal, aguas profundas, bacias maduras e novas fronteiras exploratorias estudos geologicos das bacias sedimentares",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"248","Anp-20322-4","Anp",2017-12-28,2019-12-28,730,"Pesquisa, Desenvolvimento e Teste de Óleo Modelo Reologicamente Semelhante ao Óleo Real: Fase 2",NA,1738763.85,1738763.85,"PETROBRAS","Privado orientado por política","Reembolsável","PUC-Rio - Grupo de Reologia","Empresa Privada",NA,NA,NA,0,0,0,0,579587.95,4776.82376373626,4776.82376373626,4763.73657534247,"pesquisa, desenvolvimento e teste de oleo modelo reologicamente semelhante ao oleo real: fase 2 o objetivo geral do projeto e a continuacao do projeto 2014/00599-2, aperfeicoando a metodologia previamente desenvolvida para a mimetizacao de oleos reais e emulsoes produzidas a partir desses oleos reais. producao - horizonte pre-sal, aguas profundas, campos maduros e novas fronteiras exploratorias metodos e processos de escoamento",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"249","Anp-20324-0","Anp",2017-12-29,2019-12-29,730,"Projeto simulador de treinamento de segurança operacional, projetos e processos para FPSO.",NA,1114854.47,1114854.47,"PETROBRAS","Privado orientado por política","Reembolsável","SENAI-RJ - Centro de Tecnologia SENAI Automação e Simulação - Serviços de Simulação","Empresa Privada",NA,NA,NA,0,0,0,0,557427.235,3062.78700549451,3062.78700549451,3054.39580821918,"projeto simulador de treinamento de seguranca operacional, projetos e processos para fpso. o principal objetivo a ser alcancado e promover mudanca de cultura dos empregados que atuam no setor de petroleo e gas natural para uso efetivo de ferramentas 3d de automacao de projetos, aumentando a qualidade e a confiabilidade na construcao e montagem da engenharia, atraves do esforco de mitigacao das inconsistencias na documentacao de projeto basico e de detalhamento. producao - horizonte pre-sal, aguas profundas, campos maduros e novas fronteiras exploratorias automacao, controle e instrumentacao",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"250","Anp-20325-7","Anp",2017-12-26,2019-12-26,730,"Obtenção de Frações Ricas em Diamantóides do Petróleo Usando Sistemas Nanoporosos",NA,521995.02,521995.02,"PETROBRAS","Privado orientado por política","Reembolsável","UFRJ - Laboratório de Nanotecnologia (Interlab)","Empresa Privada",NA,NA,NA,0,0,0,0,104399.004,1434.05225274725,1434.05225274725,1430.12334246575,"obtencao de fracoes ricas em diamantoides do petroleo usando sistemas nanoporosos desenhar, sintetizar e testar novos materiais nanoporosos (cofs - covalent organic framworks -, mofs - metal-organic frameworks -, silicas mesoporosas) visando seu uso como fase estacionaria de modo a se obter fracoes enriquecidas em diamantoides, que sao uma classe importante de marcadores moleculares de evolucao termica de petroleos. materiais nanomateriais",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"251","Anp-20017-0","Anp",2017-12-26,2020-12-26,1096,"Melhoria de infraestrutura laboratorial para o estudo de causas e modos de falhas em componentes controladores de BOP (Blow-out preventer).",NA,5049488.92,5049488.92,"PETROBRAS","Privado orientado por política","Reembolsável","UFRJ - LTEP - Laboratório de Tecnologia de Engenharia de Poços","Empresa Privada",NA,NA,NA,0,0,0,0,1009897.784,13872.2223076923,13872.2223076923,13834.2162191781,"melhoria de infraestrutura laboratorial para o estudo de causas e modos de falhas em componentes controladores de bop (blow-out preventer). o proposito deste projeto reside em complementar instalacoes laboratoriais existentes, de modo a permitir que valvulas e outros componentes de bop possam ser testados em condicoes semelhante as de trabalho no fundo do poco. especificamente, o projeto deve garantir a infraestrutura adicional necessaria para a investigacao experimental de tres tipos de valvulas, que sao diferentes umas das outras: 
valvulas reguladoras do tipo mkr, valvulas do tipo spm e valvulas do tipo ccsv. producao - horizonte pre-sal, aguas profundas, campos maduros e novas fronteiras exploratorias metodos e processos de escoamento",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"252","Anp-20326-5","Anp",2017-09-04,2021-09-04,1461,"Avaliação de Impacto Ambiental de Atividades de Captura e Estocagem de Carbono no Brasil",NA,2508111.83,2084084.71021218,"SHELL","Privado orientado por política","Reembolsável","SHELL","Empresa Privada",NA,NA,NA,0,0,0,0,17661.7348323066,5725.50744563787,5725.50744563787,5709.821123869,"avaliacao de impacto ambiental de atividades de captura e estocagem de carbono no brasil o principal objetivo deste projeto e propor uma estrutura de avaliacao de impacto ambiental (eia) no brasil referente a captura de carbono e atividades de armazenamento (ccs) que considera: (i) perspectiva social e sua aceitacao, bem como as restricoes ambientais, e; (ii) analise juridica e avaliacao das atribuicoes institucionais. seguranca e meio ambiente emissoes de gases de efeito estufa na industria de petroleo, gas natural e biocombustiveis",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"253","Anp-20327-3","Anp",2017-12-26,2020-10-26,1035,"Projeto de Ensaio em Modelos Reduzidos de Estruturas Oceânicas",NA,14957715.84,14957715.84,"PETROBRAS","Privado orientado por política","Reembolsável","UFRJ - Laboratório de Tecnologia Oceânica - LabOceano","Empresa Privada",NA,NA,NA,0,0,0,0,2991543.168,41092.6259340659,41092.6259340659,40980.0433972603,"projeto de ensaio em modelos reduzidos de estruturas oceanicas a presente proposta trata da realizacao de pesquisa aplicada sobre o comportamento hidrodinamico dos sistemas de exploracao, transferencia e transporte de petroleo no mar. os objetivos destas pesquisas sao suportar o desenvolvimento de novos conceitos e metodologias de analise hidrodinamica dos sistemas de exploracao offshore no mar visando a reducao do risco de falhas, aumento da seguranca operacional e melhoria no desempenho das operacoes. o trabalho vai ser desenvolvido no laboceano da ufrj. producao - horizonte pre-sal, aguas profundas, campos maduros e novas fronteiras exploratorias unidades flutuantes de producao, sistemas de ancoragem e amarracao e posicionamento dinamico",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"254","Anp-20328-1","Anp",2017-12-28,2020-12-28,1096,"Redução da estabilidade de emulsões água-óleo por deformação das gotas",NA,5273895.97,5273895.97,"PETROBRAS","Privado orientado por política","Reembolsável","PUC-Rio - Grupo de Reologia","Empresa Privada",NA,NA,NA,0,0,0,0,1757965.32333333,14488.7251923077,14488.7251923077,14449.0300547945,"reducao da estabilidade de emulsoes agua-oleo por deformacao das gotas o objetivo geral do projeto e entender o efeito de solicitacoes cisalhantes e extensionais na estabilidade de emulsoes de agua em oleo, e, com este entendimento, avaliar maneiras de explorar este efeito para separar eficientemente as emulsoes. producao - horizonte pre-sal, aguas profundas, campos maduros e novas fronteiras exploratorias metodos e processos de escoamento",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"255","Anp-20329-9","Anp",2017-12-28,2019-12-28,730,"MODICARSTE - Modelagem e simulação multifísica de diagênese cárstica em escala de reservatório.",NA,3069294.76,3069294.76,"PETROBRAS","Privado orientado por política","Reembolsável","PUC-Rio - Instituto TECGRAF de Desenvolvimento de Software Técnico-Cientifíco da PUC-Rio","Empresa Privada",NA,NA,NA,0,0,0,0,1023098.25333333,8432.12846153846,8432.12846153846,8409.02673972603,"modicarste - modelagem e simulacao multifisica de diagenese carstica em escala de reservatorio. o presente projeto tem como objetivo principal o desenvolvimento de uma abordagem baseada em processos para a compreensao dos mecanismos de formacao de carstes, em diferentes escalas (poro, reservatorio e bacia), atraves do estudo de interacoes fisicas / quimicas entre rocha e fluido, tensoes e temperatura. exploracao - horizonte pre-sal, aguas profundas, bacias maduras e novas fronteiras exploratorias geomecanica/estabilizacao de pocos",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"256","Anp-20330-7","Anp",2017-12-29,2019-12-29,730,"Sistema avançado de visualização imersiva-interativa para a interpretação de modelos geológicos digitais (VizGEO)",NA,1065448.6,1065448.6,"PETROBRAS","Privado orientado por política","Reembolsável","UNISINOS - GEOARQ","Empresa Privada",NA,NA,NA,0,0,0,0,532724.3,2927.05659340659,2927.05659340659,2919.03726027397,"sistema avancado de visualizacao imersiva-interativa para a interpretacao de modelos geologicos digitais (vizgeo) - desenvolver metodos de aquisicao de dados e solucoes de visualizacao imersiva-interativa para a interpretacao de modelos geologicos digitais. exploracao - horizonte pre-sal, aguas profundas, bacias maduras e novas fronteiras exploratorias tecnicas de aquisicao, processamento e interpretacao de dados geofisicos",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"257","Anp-20331-5","Anp",2017-12-29,2021-12-29,1461,"Projeto de desenvolvimento e melhoria da qualidade de componentes pultrudados e requisitos de inspeção",NA,6111034.23,4592686.9161807,"PETROBRAS","Privado orientado por política","Reembolsável","IPT - Instituto de Pesquisas Tecnológicas do Estado de SP SA - IPT","Empresa Privada",NA,NA,NA,0,0,0,0,2296343.45809035,12617.2717477492,12617.2717477492,12582.7038799471,"projeto de desenvolvimento e melhoria da qualidade de componentes pultrudados e requisitos de inspecao ""auxiliar com o proposto desenvolvimento, a melhoria da qualidade de estruturas leves baseadas em compositos pultrudados reforcados por fibra de vidro, de forma a garantir a adequada performance deste tipo de material em suas aplicacoes, contribuindo para assegurar a continuidade de seu emprego em futuras construcoes """"offshore""""."" materiais integridade estrutural, soldagem e caracterizacao de materiais",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"258","Anp-20138-4","Anp",2018-01-05,2019-01-05,365,"Implementação da técnica de Difração de Elétrons no Microscópio Eletrônico de Varredura",NA,459275.6,459275.6,"PETROBRAS","Privado orientado por política","Reembolsável","PUC-Rio - Laboratórios de Microscopia Eletrônica, Análises Térmicas e Caracterização de Materiais","Empresa Privada",NA,NA,NA,0,0,0,0,0,1275.76555555556,1261.74615384615,1258.28931506849,"implementacao da tecnica de difracao de eletrons no microscopio eletronico de varredura compra do sistema de ebsd e instalacao no microscopio eletronico de varredura (mev). a aquisicao desse sistema possibilitara ampliar os recursos para a analise microestrutural mais precisa de materiais cristalinos atendendo as atuais demandas da industria do petroleo. refino processamento de petroleo",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"259","Anp-20332-3","Anp",2018-01-10,2021-01-10,1096,"CRAS - Climbing Robot for Advanced inSpection - Solução de Inspeção através de Robô Escalador para Superfícies Quentes e Ultrassom Phased-Array",NA,1998806.04,1980568.75861314,"PETROBRAS","Privado orientado por política","Reembolsável","UTFPR - LASCA -  Laboratório de Automação e Sistemas de Controle Avançado","Empresa Privada",NA,NA,NA,0,0,0,0,0,5579.06692567081,5441.12296322291,5426.2157770223,"cras - climbing robot for advanced inspection - solucao de inspecao atraves de robo escalador para superficies quentes e ultrassom phased-array prover uma solucao de inspecao para equipamentos de superficies quentes atraves de ensaios nao destrutivos de ultrassom por phased-array para equipamentos em servico. avaliacao da conformidade, monitoramento e controle automacao, controle, instrumentacao e metrologia",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"260","Anp-20333-1","Anp",2018-01-11,2020-01-11,730,"""Projeto Caracterização Multiescalar e Modelagem Diagenética Preditiva em Depósitos de Coquinas e Folhelhos Intercalados da Formação Morro do Chaves, Bacia Sergipe-Alagoas - Projeto """"CAMURES-Diagênese""""""",NA,1378606.32,1378606.32,"PETROBRAS","Privado orientado por política","Reembolsável","UFMG - Núcleo de Estratigrafia e Geologia do Petróleo","Empresa Privada",NA,NA,NA,0,0,0,0,0,3894.36813559322,3787.38,3777.00361643836,"""projeto caracterizacao multiescalar e modelagem diagenetica preditiva em depositos de coquinas e folhelhos intercalados da formacao morro do chaves, bacia sergipe-alagoas - projeto """"camures-diagenese"""""" ""o projeto camures diagenese tem como objetivo compreender a distribuicao espacial do sistema permo-poroso, a partir da modelagem 3d multiescalar do mesmo, bem como os seus controles diageneticos, relacionados com a percolacao de fluidos, desde a deposicao e ao longo da evolucao de soterramento dos intervalos de """"coquinas"""", intercalados em depositos siliciclasticos arenosos e argilosos, da formacao morro do chaves, bacia sergipe-alagoas (se-al), nordeste do brasil."" exploracao - horizonte pre-sal, aguas profundas, bacias maduras e novas fronteiras exploratorias estudos geologicos das bacias sedimentares",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"261","Anp-20339-8","Anp",2017-12-20,2019-12-20,730,"Projeto de avaliação da influência da temperatura, da pressão e da vazão sobre o comportamento de fases de aditivos químicos utilizados por injeção via umbilical",NA,1050160.22,1050160.22,"PETROBRAS","Privado orientado por política","Reembolsável","UFRJ - Laboratório de Macromoléculas e Colóides na Indústria de Petróleo","Empresa Privada",NA,NA,NA,0,0,0,0,95469.1109090909,2885.05554945055,2885.05554945055,2877.15128767123,"projeto de avaliacao da influencia da temperatura, da pressao e da vazao sobre o comportamento de fases de aditivos quimicos utilizados por injecao via umbilical este projeto tem por objetivo entender o comportamento de fases de aditivos quimicos, que sao utilizados nos campos de producao de petroleo por injecao via umbilical, em funcao das variaveis temperatura, pressao e vazao. producao - horizonte pre-sal, aguas profundas, campos maduros e novas fronteiras exploratorias metodos e processos de escoamento",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"262","Anp-20340-6","Anp",2017-12-21,2019-12-21,730,"Simulação Acoplada do Efeito de Golfadas, onde será adaptado um simulador de escoamento multifásico para acoplamento a simuladores de dinâmica estrutural de risers",NA,653719.14,653719.14,"PETROBRAS","Privado orientado por política","Reembolsável","UNICAMP  - Centro de Estudos de Petróleo - CEPETRO","Empresa Privada",NA,NA,NA,0,0,0,0,65371.914,1795.9317032967,1795.9317032967,1791.01134246575,"simulacao acoplada do efeito de golfadas, onde sera adaptado um simulador de escoamento multifasico para acoplamento a simuladores de dinamica estrutural de risers estudar o efeito dos parametros de escoamento padrao golfadas como comprimentos de bolhas e pistoes, fracoes de vazio e pesos especificos dos fluidos no comportamento dinamico de tubulacoes submarinas tipo risers. producao - horizonte pre-sal, aguas profundas, campos maduros e novas fronteiras exploratorias metodos e processos de escoamento",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"263","Anp-20341-4","Anp",2017-12-20,2019-06-20,547,"Projeto de Desenvolvimento de fórmulas catalíticas AxMxW2-xO6 para reação de ODH do propano",NA,753344.76,753344.76,"PETROBRAS","Privado orientado por política","Reembolsável","UFRJ - Laboratório de Catálise de Oxidação - OXICAT","Empresa Privada",NA,NA,NA,0,0,0,0,68485.8872727273,2069.62846153846,2069.62846153846,2063.95824657534,"projeto de desenvolvimento de formulas cataliticas axmxw2-xo6 para reacao de odh do propano o projeto visa dar continuidade ao convenio 2012/00096-5: catalisadores de desidrogenacao oxidativa do propano. entre os oxidos com melhor desempenho, os bronzes oriundo de k6hpv4w8o40 apresentaram uma seletividade em propeno acima de 80% para uma conversao de 20% na reacao de odh do propano. o objetivo do presente projeto e a preparacao e avaliacao de bronzes mistos axmxw2-xo6 (m=v,nb, 0<x<1) estaveis, com seletividade em propeno acima de 80% para conversoes de propano maiores do que 30%. materiais novos materiais",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
